proof_id,domain,theorem_name,verdict,location,explanation,score
12962,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12963,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12964,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12965,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12966,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12967,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12968,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12969,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12970,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12971,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12972,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12973,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12974,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12975,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
12976,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12977,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
12978,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12979,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12980,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12981,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12982,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12983,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12984,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12985,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12986,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12987,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12988,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12989,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
12990,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
12991,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12992,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
12993,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
12994,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
12995,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12996,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12997,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12998,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
12999,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13000,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13001,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13002,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13003,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13004,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13005,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13006,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
13007,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13008,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
13009,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
13010,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13011,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13012,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13013,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13014,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13015,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13016,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13017,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13018,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13019,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13020,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13021,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13022,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13023,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13024,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13025,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13026,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
13027,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13028,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13029,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
13030,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13031,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13032,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13033,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13034,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13035,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13036,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13037,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13038,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13039,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
13040,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13041,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13042,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13043,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13044,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13045,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13046,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13047,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13048,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13049,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
13050,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
13051,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
13052,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13053,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13054,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13055,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13056,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13057,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13058,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13059,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13060,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13061,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13062,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13063,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
13064,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13065,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13066,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13067,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
13068,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13069,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13070,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13071,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13072,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13073,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
13074,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13075,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13076,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13077,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13078,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13079,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13080,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13081,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
13082,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13083,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13084,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13085,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
13086,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13087,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13088,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13089,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13090,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13091,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13092,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13093,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13094,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
13095,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13096,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13097,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13098,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13099,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13100,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13101,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
13102,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13103,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
13104,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13105,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
13106,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
13107,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
13108,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
